Country,Internet_use,energy_eff,reduce_energy,confident_energy,coal_energy,natural_gas,hydroelectric,nuclear,solar,wind,biomass,worried_expensive,worried_fossil,worried_disaster,worried_insufpower,worried_techfail,climate_change,ccnthum,personal_resp,worried_cc,cc_good_bad,reduce_cc,largeno_limitenergy,govt_reducecc,reduce_ownuse,favour_taxff,favour_subsidiseRE,ban_appliance,gender,age,marriage,highest_education,household_income,care_environment,trust_legalsys,trust_police,trust_pltc,trust_euparl,trust_un,trust_pparties,trust_cntryparl
BE,5,10,5,9,5,3,2,4,3,2,2,4,5,4,5,5,1,4,10,5,0,6,3,2,8,1,1,1,1,26,6,720,7,1,7,7,3,5,4,3,7
BE,5,6,2,9,4,3,1,5,1,2,3,3,3,4,3,2,1,4,6,3,3,7,4,7,6,2,2,3,2,18,6,213,8,4,7,8,8,7,5,7,8
BE,5,4,3,6,4,2,3,1,2,4,3,4,2,2,2,3,2,2,3,2,5,1,2,4,2,4,5,3,1,28,6,423,1,4,2,2,2,0,5,1,2
BE,4,7,4,6,4,4,2,3,4,4,5,3,2,3,4,3,2,5,6,2,7,6,5,5,6,3,3,3,1,19,6,213,8,2,5,5,5,5,5,4,5
BE,4,9,2,8,4,4,2,4,2,2,2,3,2,4,2,3,1,4,1,2,4,6,4,3,2,4,1,2,1,23,6,323,6,4,7,8,4,5,4,4,4
BE,5,2,4,6,4,4,2,5,2,2,3,3,4,2,2,2,1,4,7,3,2,2,1,2,1,1,1,4,2,20,6,413,7,3,6,9,7,7,8,7,7
BE,5,8,3,5,4,2,2,4,2,2,3,5,3,2,2,2,1,3,5,3,2,6,6,6,6,4,2,2,2,50,6,321,5,2,6,8,6,6,7,6,8
BE,5,7,5,6,5,4,3,4,1,1,4,4,4,3,3,3,1,4,8,4,2,6,2,8,6,2,1,2,2,24,6,323,6,2,6,8,7,5,4,5,6
BE,5,8,3,8,4,3,2,3,2,2,3,3,2,2,3,2,1,4,4,2,4,3,4,4,2,2,1,1,1,31,6,421,7,2,4,9,6,6,8,6,5
BE,5,7,4,7,4,3,4,1,2,2,4,3,3,3,2,2,1,4,6,3,5,7,4,6,3,3,2,3,1,17,6,213,4,3,5,7,4,5,6,4,5
BE,5,9,2,7,5,3,1,3,3,2,4,3,3,1,2,1,2,1,0,2,4,0,7,2,0,5,4,4,1,44,1,423,10,3,0,0,0,0,0,0,0
BE,5,9,5,8,4,3,4,4,3,3,4,3,3,2,3,3,1,4,7,4,3,4,4,6,6,4,2,2,2,46,4,710,10,2,3,4,2,1,1,3,6
BE,5,5,4,6,4,3,2,2,3,2,2,3,3,3,3,2,2,1,3,3,2,3,7,8,6,4,2,4,1,30,6,321,8,2,6,8,4,7,6,5,6
BE,5,9,6,8,5,4,2,2,2,2,2,3,3,4,4,4,1,4,8,4,1,7,2,2,6,2,2,2,1,25,6,720,7,2,7,7,6,7,8,5,7
BE,5,8,2,8,4,4,1,3,3,1,1,4,3,1,2,2,1,4,7,3,5,4,5,7,3,1,2,1,2,19,6,323,3,2,8,5,4,7,7,5,5
BE,5,8,4,7,4,3,2,4,2,3,2,3,3,2,2,2,1,3,4,3,5,10,6,6,3,2,2,2,2,47,4,720,7,1,6,6,6,8,8,8,8
BE,5,3,3,7,5,4,3,3,2,2,2,3,4,2,3,3,1,5,6,5,1,6,4,3,4,1,1,2,1,43,6,313,4,2,6,7,3,3,6,3,4
BE,1,4,2,4,4,3,3,3,3,3,3,3,1,3,3,3,1,3,0,1,3,2,5,5,3,2,2,4,1,56,6,222,5,2,1,3,3,2,2,3,2
BE,5,8,4,7,4,4,1,4,1,1,2,3,2,3,3,3,1,4,6,3,3,7,4,7,4,2,1,2,2,25,6,710,7,2,5,7,5,6,6,5,6
BE,5,5,2,8,4,3,2,5,2,2,2,3,2,2,2,2,1,3,4,2,5,5,5,7,5,4,2,2,1,23,6,620,6,5,9,6,6,8,8,6,7
BE,5,10,4,5,5,3,2,4,2,1,3,2,3,2,2,3,1,3,6,3,7,6,5,4,6,4,1,3,1,20,6,423,10,2,7,6,5,7,7,7,8
BE,1,10,3,5,4,4,2,4,1,1,1,3,4,1,1,1,1,3,3,3,3,6,4,2,3,3,2,2,1,82,1,323,4,2,5,8,4,5,5,4,4
BE,5,9,3,8,5,3,2,4,2,2,3,2,4,2,2,2,1,3,2,2,3,6,6,7,6,2,1,3,2,16,6,213,6,3,6,8,7,8,9,7,7
BE,5,9,5,9,5,3,1,2,1,3,3,3,4,2,3,4,1,5,7,4,3,5,4,6,7,2,1,2,1,31,6,720,7,2,6,8,7,8,7,7,7
BE,5,8,3,7,5,4,3,3,1,1,3,5,3,2,2,2,1,4,5,3,2,6,6,3,5,1,1,1,2,63,5,313,2,2,7,7,3,5,5,4,5
BE,5,9,3,6,4,4,2,4,3,2,3,5,3,3,3,3,1,4,9,3,1,5,4,2,5,4,1,1,1,24,6,321,5,2,5,5,5,5,5,5,5
BE,3,8,3,8,5,3,1,5,1,1,1,4,2,5,4,2,1,4,6,3,1,3,1,1,1,1,2,2,2,56,3,620,5,1,8,8,6,7,6,7,7
BE,5,8,5,8,5,3,1,5,1,1,1,4,4,5,2,2,1,3,10,4,1,9,8,8,8,1,1,1,2,28,6,710,10,1,8,8,4,5,8,6,6
BE,5,10,6,10,5,3,2,5,2,2,2,3,3,4,3,3,1,5,3,4,0,7,3,3,5,2,1,1,1,58,6,222,7,2,6,7,5,3,3,6,4
BE,5,8,6,6,4,5,2,2,2,2,3,3,3,3,3,3,1,5,6,3,2,6,6,0,6,2,2,2,2,27,6,313,7,2,7,7,7,5,6,5,4
BE,5,6,4,6,5,4,2,4,2,2,2,3,3,3,2,4,1,4,5,3,0,7,5,0,6,4,2,2,2,31,6,323,4,2,8,8,0,0,7,0,8
BE,5,10,3,6,4,4,2,5,1,2,2,3,2,2,2,2,1,4,6,2,8,7,6,7,5,5,2,2,1,17,6,222,3,2,8,7,8,7,6,6,8
BE,4,10,6,6,5,4,2,5,2,4,3,2,4,2,2,2,2,3,8,3,4,5,5,6,0,4,1,2,2,71,5,313,5,2,7,7,7,4,4,6,6
BE,5,6,5,6,5,4,3,3,2,2,2,4,3,4,4,4,1,4,6,4,0,6,5,2,6,2,2,4,2,24,6,620,4,2,9,9,5,8,8,5,8
BE,5,10,5,8,5,4,2,5,1,1,3,4,4,2,2,2,1,4,8,3,3,7,6,6,7,3,2,1,1,27,6,321,5,2,7,8,3,5,2,2,2
BE,5,8,6,3,5,4,2,5,2,1,4,3,2,2,2,2,2,5,8,3,4,5,4,4,5,4,3,2,1,46,4,323,7,2,2,6,0,2,3,2,2
BE,1,10,3,7,5,4,3,2,1,1,2,5,1,3,4,3,1,3,3,4,6,3,4,4,4,4,2,2,2,77,5,222,2,2,8,8,8,8,8,8,8
BE,1,8,5,8,5,2,1,1,1,1,3,5,4,1,2,2,1,5,1,3,0,8,1,3,8,2,3,2,1,67,6,323,4,3,9,8,6,6,6,6,6
BE,1,8,55,5,3,3,3,3,3,3,3,5,3,3,3,3,2,3,0,3,2,5,0,0,5,4,4,2,2,87,5,213,1,4,3,2,2,2,4,2,3
BE,2,7,5,8,3,2,2,4,3,3,2,4,4,3,3,3,1,3,9,4,1,5,3,5,5,4,4,2,1,37,4,222,3,1,2,2,3,2,3,3,3
BE,5,10,6,9,4,4,1,5,1,1,3,2,5,2,2,2,1,4,10,5,2,7,6,4,8,1,1,1,2,36,4,720,7,1,4,8,2,3,4,3,3
BE,5,10,6,3,5,3,2,5,1,1,2,4,3,2,2,2,1,3,10,3,1,8,7,7,9,2,2,1,1,68,4,323,5,1,5,5,0,0,0,0,0
BE,5,6,3,6,4,3,2,4,2,2,3,4,3,2,3,3,2,3,6,3,6,4,4,5,4,3,2,3,1,27,6,423,4,2,7,7,6,7,7,6,5
BE,5,8,3,7,4,5,2,5,1,1,3,4,3,3,4,4,1,3,10,4,1,8,7,5,6,1,1,2,1,38,4,720,7,2,9,9,8,8,9,9,8
BE,5,8,4,6,3,2,4,3,2,2,3,2,2,2,2,2,2,4,7,2,5,5,5,4,5,2,2,2,1,16,6,213,3,2,8,9,4,7,7,5,8
BE,4,9,5,9,1,1,3,4,1,1,1,3,5,5,4,4,1,4,10,5,1,6,5,5,3,4,5,1,2,33,6,321,5,1,3,5,3,4,4,3,2
BE,1,4,2,6,3,3,2,4,2,2,3,3,1,1,1,1,2,2,1,2,5,6,5,5,5,5,3,3,1,82,4,0,2,2,4,9,6,5,6,6,0
BE,5,9,4,7,4,3,4,4,2,2,2,4,4,4,4,4,1,3,5,4,2,10,10,7,7,4,2,4,2,48,5,313,2,1,5,5,5,5,5,0,2
BE,5,7,4,7,5,5,1,5,1,1,1,3,4,4,4,4,1,5,7,4,0,6,3,0,6,2,2,3,2,21,6,222,5,2,5,9,3,5,5,3,5
BE,3,8,4,5,5,4,3,4,2,3,55,4,4,4,4,4,1,4,5,4,0,4,5,0,5,4,2,2,2,19,6,222,4,1,6,4,6,7,7,6,6
BE,5,10,6,7,5,4,1,3,1,1,1,5,5,4,4,4,1,5,8,4,0,7,5,3,5,1,1,1,2,24,6,313,8,1,7,7,5,5,5,5,5
BE,5,7,3,5,4,4,3,3,2,2,3,2,3,3,3,3,2,3,2,3,2,6,4,3,3,4,2,4,2,43,4,313,4,2,7,7,5,5,5,5,5
BE,5,8,3,4,5,4,2,4,2,1,3,2,2,2,2,2,1,4,3,3,0,2,2,0,2,1,1,1,2,31,6,720,8,1,6,6,7,10,10,7,8
BE,5,9,6,9,3,2,2,3,3,2,1,5,3,5,3,4,1,3,8,5,5,7,4,6,9,4,2,3,1,24,6,313,6,2,5,8,4,7,9,5,7
BE,5,10,3,9,3,3,1,5,1,1,1,3,4,2,3,2,1,4,8,4,2,7,6,7,7,2,1,1,2,19,6,313,5,1,6,8,6,6,5,6,6
BE,5,7,3,3,4,2,2,3,3,3,3,2,3,3,3,3,1,4,5,3,3,3,3,3,3,5,2,4,1,55,6,720,8,2,6,6,5,3,6,4,5
BE,5,8,3,2,5,55,3,3,2,2,2,2,2,2,2,2,2,4,3,2,1,2,2,2,0,4,2,2,1,43,6,313,6,2,0,0,0,0,0,0,0
BE,5,5,2,3,5,5,1,3,1,1,1,5,2,2,2,2,2,4,0,2,0,0,3,0,0,5,1,3,1,39,3,222,2,2,3,3,0,0,0,0,0
BE,4,8,4,8,5,3,3,3,2,3,3,4,3,3,3,3,2,4,7,3,0,6,5,0,0,2,4,2,1,28,6,222,6,2,5,5,5,5,5,5,5
BE,5,6,4,4,4,3,3,4,2,2,3,2,2,2,2,2,2,4,3,5,2,2,2,2,2,2,2,2,1,32,6,313,5,2,4,7,2,0,5,2,3
BE,5,7,4,5,4,5,2,4,1,1,2,4,3,3,3,3,1,5,6,3,0,4,5,0,3,1,1,1,1,20,6,313,9,1,6,8,6,7,6,4,7
BE,5,10,4,6,5,3,2,3,2,2,2,3,2,4,4,3,1,4,5,3,5,5,3,4,7,4,2,4,1,25,6,321,7,1,5,6,5,4,5,4,5
BE,3,5,2,0,5,3,3,3,2,2,2,3,2,2,2,2,1,4,0,2,0,5,3,0,0,5,2,5,1,15,6,213,1,1,7,7,5,5,5,5,7
BE,3,10,6,10,4,3,1,5,2,2,2,3,4,4,3,3,1,3,6,3,7,8,6,7,8,5,2,2,2,68,5,313,5,1,7,8,6,5,6,6,6
BE,5,8,5,2,4,4,1,55,1,1,1,3,4,3,3,3,1,4,5,3,1,2,3,7,1,5,1,1,1,22,6,323,6,2,4,6,5,5,5,5,6
BE,5,6,2,8,4,4,2,3,2,1,2,3,2,2,3,3,1,4,5,4,8,7,4,6,5,2,1,2,1,18,6,213,7,4,7,8,6,7,8,6,7
BE,5,8,4,6,4,3,4,3,1,1,3,4,3,1,3,2,2,4,5,3,3,3,2,3,2,4,1,3,1,49,4,213,8,3,2,6,4,2,4,4,5
BE,5,10,5,6,4,2,2,3,2,2,3,4,3,3,3,4,1,3,3,3,7,5,4,4,6,4,3,4,2,44,6,323,3,3,3,5,3,3,3,3,3
BE,5,8,3,6,4,5,2,4,2,2,3,3,3,3,3,3,1,4,7,3,3,5,5,0,6,1,1,1,2,24,6,313,1,2,7,7,5,5,5,5,7
BE,4,6,4,0,3,3,2,3,2,2,2,5,1,2,2,2,2,4,0,1,0,5,0,0,0,5,2,2,1,15,6,213,5,1,5,5,5,5,5,5,5
BE,4,6,3,0,5,5,3,5,2,2,4,4,2,2,2,2,1,4,2,2,0,2,2,0,0,5,5,3,1,24,6,213,3,2,0,0,0,0,0,0,0
BE,5,8,5,6,5,5,2,5,2,2,2,5,3,2,2,2,1,4,6,3,0,5,6,2,5,4,2,2,1,39,4,321,7,3,7,7,5,5,5,5,5
BE,5,7,4,10,5,4,4,3,1,1,4,3,4,3,3,3,1,4,7,3,3,9,3,5,7,2,2,2,1,40,6,710,8,2,8,9,6,5,4,6,6
BE,5,9,6,9,5,2,2,5,1,1,2,5,5,5,4,4,1,4,8,4,2,6,6,6,7,5,1,1,1,33,6,313,6,1,6,6,6,5,7,6,5
BE,5,8,5,9,4,4,2,4,2,2,2,5,3,2,2,2,1,4,6,3,1,3,1,3,6,3,1,2,2,30,6,313,6,3,6,8,3,7,7,3,6
BE,5,8,3,5,5,5,2,3,2,2,2,4,3,2,2,2,1,4,6,2,3,5,5,4,3,4,2,2,2,32,6,323,3,2,5,5,2,5,5,2,5
BE,5,7,4,5,5,5,2,3,3,2,3,3,3,3,3,3,1,4,6,3,0,6,5,3,6,3,2,3,1,20,6,323,5,2,7,7,4,4,4,4,7
BE,5,6,5,8,3,3,2,4,2,2,2,4,3,3,3,3,2,3,7,3,5,6,6,7,6,4,2,4,2,25,6,313,4,3,8,1,5,5,5,5,5
BE,3,5,3,4,5,4,3,3,1,1,2,4,2,2,2,2,2,4,5,3,0,6,2,0,3,4,1,4,1,25,6,222,2,5,5,0,0,5,5,0,5
BE,5,9,4,6,3,2,2,3,1,1,1,4,4,2,4,3,1,4,7,3,4,5,3,3,6,4,1,2,2,33,6,321,6,3,7,7,2,2,2,2,0
BE,3,7,3,5,5,5,1,4,1,1,1,2,2,2,2,2,1,4,0,3,0,5,6,0,6,2,2,2,2,53,4,222,3,2,6,7,2,2,2,2,6
BE,3,7,3,5,5,4,3,3,3,2,2,3,2,2,2,2,1,4,0,2,0,3,5,3,0,5,1,3,2,52,4,313,3,1,5,5,4,5,5,4,5
BE,5,8,5,5,5,2,3,5,2,1,3,2,3,3,4,4,2,4,6,3,2,6,3,3,5,3,2,1,2,56,6,222,2,2,0,4,4,2,3,5,3
BE,5,7,4,8,5,5,3,5,3,3,3,4,2,3,3,3,1,4,7,3,0,6,5,3,5,3,1,1,1,22,6,313,8,2,3,7,6,6,6,6,6
BE,5,6,2,9,4,2,1,1,1,1,2,4,3,3,3,2,1,4,6,3,5,8,4,7,7,2,2,3,1,26,6,323,7,2,4,9,4,6,5,4,4
BE,5,7,4,6,4,3,1,5,1,1,3,2,4,3,2,3,3,3,7,2,5,7,3,5,6,3,2,2,1,18,6,213,1,2,6,6,3,6,5,5,6
BE,5,9,6,7,5,4,2,4,1,1,1,4,4,3,3,3,1,4,8,4,1,6,4,6,3,4,1,1,2,18,6,222,6,1,8,8,3,4,4,3,5
BE,5,10,6,10,5,4,1,5,1,4,1,5,4,5,4,5,1,4,10,4,0,3,4,4,5,4,1,3,2,58,4,222,2,2,3,3,4,4,5,4,4
BE,5,10,3,8,5,3,2,4,1,1,2,4,4,2,3,3,1,3,8,4,2,8,5,6,7,2,2,2,1,16,6,213,9,5,6,6,4,5,6,3,5
BE,5,8,5,7,4,4,1,4,2,2,2,3,4,4,3,3,3,3,6,2,2,5,4,3,4,2,2,2,2,44,6,720,9,3,5,5,4,6,7,4,6
BE,5,10,6,10,5,3,2,4,2,2,2,4,4,4,4,4,1,4,10,4,0,8,5,5,9,2,2,2,1,69,6,710,4,1,4,5,2,2,2,2,3
BE,5,4,5,9,3,3,2,5,1,1,2,3,3,2,2,2,1,4,8,4,0,8,6,3,7,2,2,3,2,18,6,213,4,2,1,2,0,3,1,1,2
BE,5,8,4,3,5,5,3,3,2,2,2,2,2,3,3,3,3,4,5,2,0,4,2,0,3,4,2,2,1,19,6,213,6,2,7,6,4,6,6,6,6
BE,1,8,4,5,5,5,3,4,2,2,2,5,3,3,3,3,2,5,7,3,0,7,5,2,6,1,1,3,2,77,5,222,3,2,8,8,5,5,5,5,7
CH,5,9,5,9,5,2,1,3,1,1,1,2,4,3,2,3,1,4,9,3,1,6,5,4,3,3,1,2,1,56,4,322,10,1,5,5,3,2,4,3,3
CH,2,10,6,10,4,2,2,5,2,2,2,1,3,1,1,1,2,4,10,2,5,10,2,3,3,4,2,2,2,63,3,322,1,1,7,7,5,4,4,5,6
CH,5,10,4,5,5,2,2,5,3,2,2,2,2,2,2,2,1,3,10,3,4,7,5,5,5,2,2,2,1,68,4,322,2,1,10,10,5,7,7,5,10
CH,2,4,5,8,5,2,2,3,1,2,2,2,4,3,3,3,1,3,5,4,1,4,2,8,3,4,1,2,2,75,4,422,5,2,2,7,4,6,7,2,5
CH,5,10,5,7,5,4,2,2,1,1,3,2,2,3,2,2,1,5,9,3,3,3,1,2,2,4,1,3,1,43,4,322,6,2,8,7,8,4,5,7,7
CH,5,9,5,9,4,3,2,5,1,1,3,1,4,2,2,2,2,4,10,2,1,10,9,6,9,2,1,5,2,28,6,620,2,1,5,3,6,3,3,6,6
CH,5,10,6,10,5,4,1,4,1,1,2,4,4,3,4,3,1,3,8,4,10,8,3,4,9,1,1,1,1,53,6,322,4,1,7,8,7,4,5,7,7
CH,1,10,4,0,5,3,3,5,2,4,2,2,3,2,2,2,1,3,8,3,0,7,4,3,0,2,1,1,2,67,5,229,3,1,7,8,8,5,5,7,7
CH,5,8,3,8,3,2,3,3,2,3,4,2,2,3,3,2,1,2,6,3,7,5,4,8,5,3,2,4,2,77,4,520,2,2,8,7,7,8,9,6,9
CH,5,10,4,8,4,4,1,4,1,2,1,2,2,1,1,2,1,4,7,2,2,8,2,5,2,4,1,5,2,40,6,520,3,3,8,9,3,5,5,4,5
CH,1,10,6,6,5,2,2,3,1,2,2,2,3,2,2,2,1,4,10,4,2,9,7,4,8,2,1,2,2,65,6,323,3,1,4,4,4,2,2,2,3
CH,3,7,5,5,4,4,3,5,4,3,2,3,4,2,2,2,1,3,0,3,9,5,7,2,2,4,3,4,1,58,4,322,1,2,1,6,0,0,0,0,3
CH,5,10,5,9,5,2,2,4,3,4,4,3,4,3,2,2,2,4,7,3,3,5,5,5,7,2,1,1,2,60,4,322,6,1,7,5,2,3,3,3,3
CH,5,9,5,5,5,4,1,4,1,2,3,1,2,2,2,2,1,3,6,3,2,3,5,4,3,5,2,5,1,26,6,322,10,2,3,8,4,4,5,5,5
CH,3,10,5,8,5,3,3,5,2,2,3,2,3,2,2,2,1,4,8,3,4,8,6,7,5,2,2,1,2,70,6,322,4,2,8,8,6,5,6,7,7
CH,5,10,5,5,5,2,1,4,2,3,3,3,3,2,1,2,1,3,7,2,4,2,2,4,4,4,2,4,2,62,4,520,5,1,4,5,5,1,4,5,6
CH,5,10,3,8,4,4,2,3,1,1,1,4,4,2,2,3,1,3,10,4,1,8,4,3,7,4,1,1,2,68,4,520,4,2,6,9,7,5,5,8,8
CH,4,8,4,7,5,5,1,3,3,4,3,3,1,2,2,2,2,3,4,2,4,3,2,2,1,5,2,2,1,34,6,421,3,2,5,4,2,0,2,2,4
CH,5,8,4,9,4,4,4,5,2,2,5,1,4,3,1,1,1,4,8,4,1,8,4,3,9,2,2,2,1,55,6,213,7,2,0,3,0,1,2,0,1
CH,4,10,4,7,5,5,3,5,2,2,2,2,2,2,2,2,1,4,6,4,2,3,3,3,3,2,2,2,1,56,5,322,6,2,8,8,7,3,4,6,5
CH,5,7,6,9,5,3,2,4,1,1,2,2,3,1,2,2,1,4,8,4,2,6,4,4,4,3,1,1,2,35,6,800,8,2,8,8,7,6,8,7,8
CH,1,10,6,5,5,3,1,4,2,3,2,3,2,4,2,4,1,4,7,4,0,4,3,3,7,2,1,4,2,85,6,322,1,1,9,8,8,4,3,7,8
CH,1,10,5,2,5,3,2,5,2,3,3,1,1,3,1,1,1,4,8,3,2,4,4,3,4,1,1,1,2,80,6,323,4,3,9,5,7,4,6,6,6
CH,5,5,5,9,5,5,1,5,1,1,1,1,1,1,1,1,1,4,10,5,0,10,8,6,9,1,1,1,1,40,6,212,10,1,4,5,4,3,4,4,4
CH,2,8,3,8,4,3,2,3,2,2,2,3,3,4,3,4,2,3,8,4,8,8,5,4,8,1,2,2,1,67,6,322,5,1,7,9,5,4,6,4,7
CH,2,10,2,8,4,3,2,3,2,2,4,2,3,4,3,3,1,3,8,3,7,5,5,5,7,4,2,2,2,70,5,322,2,3,5,7,5,5,6,5,5
CH,1,7,6,7,5,3,1,5,1,1,1,2,2,2,2,2,1,3,7,3,4,4,4,4,6,2,2,3,1,78,5,322,4,1,3,9,2,3,2,5,4
CH,2,10,5,8,5,4,2,5,1,1,3,2,2,2,2,2,1,4,8,3,5,6,3,3,5,3,1,2,2,77,6,322,2,2,5,5,6,2,2,4,3
CH,5,8,4,5,5,4,3,4,2,2,4,3,3,2,2,2,1,3,9,4,1,6,4,4,6,2,2,2,2,31,6,800,7,1,8,8,4,7,7,4,8
CH,5,10,3,8,5,2,1,5,1,1,1,4,4,2,2,2,1,4,7,4,2,8,0,2,0,1,1,1,2,54,6,322,5,2,9,7,5,5,6,5,5
CH,5,8,4,6,4,4,2,5,2,3,2,3,3,3,2,3,2,3,9,5,4,10,2,7,6,2,2,4,1,41,6,520,4,1,9,8,6,5,5,6,8
CH,5,2,3,5,5,3,2,2,3,5,4,3,1,1,1,3,3,3,2,1,3,5,2,2,1,5,4,4,1,69,5,520,4,1,3,6,2,0,1,2,3
CH,5,3,3,10,4,4,1,3,1,1,2,2,4,3,2,3,1,4,7,4,2,3,2,1,2,2,2,5,1,28,6,313,2,3,8,7,6,6,7,5,7
CH,5,10,4,7,4,2,4,5,1,1,1,2,2,2,2,1,1,3,9,4,1,9,4,2,6,1,1,1,2,83,5,323,6,1,9,8,5,9,4,8,8
CH,4,10,4,7,5,4,2,4,1,5,3,3,4,3,2,3,1,4,8,3,8,2,2,2,2,2,2,1,2,65,6,312,3,2,7,8,4,0,0,2,5
CH,2,10,4,8,5,4,2,5,1,1,1,3,4,2,2,2,1,3,10,3,1,7,5,4,7,3,1,1,2,74,5,323,4,3,6,9,6,2,2,6,6
CH,3,10,6,10,5,3,3,5,1,3,2,2,2,2,2,2,2,4,5,2,6,10,7,6,8,2,5,2,2,62,4,322,2,1,6,8,7,8,8,7,6
CH,5,5,4,7,4,3,2,4,2,2,3,3,2,2,2,2,2,4,6,3,4,6,4,6,7,2,2,2,1,55,4,213,4,3,6,6,6,4,4,5,7
CH,1,8,4,8,5,2,1,3,2,2,3,3,2,2,2,3,2,4,7,2,6,8,6,6,8,4,2,4,1,64,6,520,4,2,7,9,8,6,6,7,7
CH,5,8,5,8,4,3,2,4,2,2,2,2,2,2,2,2,1,3,6,2,3,5,3,6,4,4,2,4,2,45,6,710,10,1,7,8,6,5,7,6,6
CH,5,10,5,8,5,4,2,5,1,2,2,2,2,1,2,2,1,4,8,4,2,8,2,5,5,1,1,1,1,72,5,520,3,1,7,8,6,3,3,3,6
CH,5,4,3,3,55,2,1,4,1,1,1,3,4,2,3,3,1,3,5,2,3,5,3,4,2,2,2,2,2,45,6,520,7,4,10,10,5,6,10,8,10
CH,5,5,3,5,5,4,3,2,4,5,4,2,2,1,1,1,1,4,10,3,2,10,5,5,0,2,1,4,1,34,6,710,2,1,5,6,3,0,1,3,3
CH,2,5,4,5,5,4,1,5,3,4,3,2,4,2,2,2,1,4,8,4,3,3,1,1,2,2,2,3,1,49,6,322,2,1,9,8,5,8,7,8,6
CH,1,10,4,5,5,3,2,5,1,1,2,1,1,1,2,2,1,4,7,2,3,8,5,2,6,3,2,2,2,75,5,322,2,4,8,6,3,3,3,2,5
CH,5,10,5,8,5,3,1,2,1,1,1,2,2,2,2,3,3,3,6,2,6,5,4,6,4,4,2,3,1,60,6,322,4,1,7,8,6,4,7,5,8
CH,5,5,6,1,5,5,5,4,1,1,1,4,3,2,2,3,1,2,0,2,2,2,2,2,0,3,2,4,1,27,6,312,3,1,10,10,10,10,0,10,10
CH,5,8,5,3,5,4,1,5,1,1,4,1,1,1,1,1,2,4,9,4,5,3,4,4,1,2,1,1,1,32,6,710,9,1,6,8,1,2,8,0,5
CH,1,6,2,10,3,3,2,5,3,3,3,3,4,3,5,5,1,3,10,3,5,9,8,8,8,5,4,4,1,75,4,322,2,2,7,8,7,5,5,6,5
CH,1,7,4,7,5,3,3,5,2,2,3,3,4,4,4,4,2,4,7,4,6,7,4,5,5,2,2,2,1,79,5,312,4,2,3,4,3,2,6,3,4
CH,5,6,3,5,4,2,2,4,2,2,2,3,2,3,2,2,2,4,5,2,2,7,3,7,5,2,2,2,2,28,6,322,6,3,7,7,4,5,7,4,5
CH,5,9,5,5,4,4,1,3,1,1,2,1,1,3,3,2,1,4,4,4,0,5,5,3,4,4,1,2,1,30,6,720,7,2,8,7,5,4,5,5,8
CH,1,7,5,10,4,1,1,5,1,1,1,3,4,1,1,1,2,3,7,4,0,8,0,5,6,1,1,1,1,52,6,322,3,2,10,10,1,2,10,6,10
CH,1,3,2,3,4,2,1,5,1,3,3,4,2,2,3,2,2,3,7,3,3,5,3,4,4,4,3,1,2,71,5,322,3,1,8,9,8,5,5,9,9
CH,5,7,4,6,5,4,2,3,2,2,2,3,2,3,1,2,1,4,7,3,2,6,4,6,5,2,2,4,1,31,6,322,3,3,9,9,3,5,5,3,8
CH,5,9,5,7,4,3,2,5,3,3,2,2,4,3,4,2,1,3,8,3,4,4,6,7,3,3,2,2,2,40,6,421,3,2,7,8,4,4,4,3,6
CH,5,10,4,7,5,2,1,5,1,1,1,2,3,2,1,1,1,3,8,4,2,10,6,6,6,1,1,2,1,32,6,710,6,2,7,8,6,3,6,6,7
CH,1,2,2,10,4,3,3,4,4,4,3,4,4,5,4,3,3,5,3,4,10,3,4,7,9,4,4,4,2,78,5,213,1,2,3,3,4,3,0,4,2
CH,3,10,5,5,5,3,2,5,2,2,1,4,2,3,3,3,1,4,6,3,2,8,3,3,2,2,2,2,2,999,5,229,3,4,5,9,5,1,6,5,7
CH,5,6,4,10,5,2,2,4,2,2,2,3,4,3,4,4,1,4,8,3,5,6,0,1,1,2,1,1,2,72,5,520,7,1,8,9,4,3,4,4,5
CH,3,8,4,8,4,55,2,4,2,2,2,2,2,2,2,2,1,3,8,2,2,8,6,5,7,2,2,2,2,57,4,229,5,2,8,8,6,5,7,7,7
CH,3,10,3,5,4,2,2,4,2,2,3,4,3,3,1,1,1,3,5,3,4,5,5,5,5,3,2,1,2,26,6,322,3,1,5,5,4,5,4,4,5
CH,2,10,5,10,5,4,2,5,1,1,4,3,3,3,3,3,2,3,5,2,3,5,5,6,5,4,1,3,1,74,4,322,7,1,8,8,8,2,2,5,8
CH,5,1,2,4,5,5,2,3,3,4,2,1,2,2,2,1,2,2,0,3,1,1,1,1,1,5,2,5,1,32,6,322,4,5,7,9,1,0,3,4,6
CH,5,7,4,7,5,5,3,3,4,4,4,3,3,2,2,3,2,3,7,3,3,3,5,5,6,1,1,1,1,72,4,620,8,3,8,9,6,4,6,5,7
CH,2,9,6,10,5,4,1,3,1,4,1,3,2,4,3,4,1,3,9,4,1,8,3,8,10,3,1,1,2,46,6,323,2,1,9,9,5,3,6,5,5
CH,1,10,4,7,4,3,2,5,1,2,2,3,4,2,2,2,1,4,7,4,0,8,5,5,10,2,2,4,1,58,6,322,2,1,7,8,6,5,5,6,7
